id,term_en,term_local,language,category,definition_local,definition_en,example_local,example_en,version
am-069,Registration,ምዝገባ (እንደ አገባቡ መመዝገብ),am,Process,ምዝገባ ማለት፤ አንድ ተጠቃሚ የሚገለገልበትን ሒሳብ የሚከፍትበት እና በፋይናንስ አገልግሎት ተጠቃሚነት የሚታቀፍበት ሂደት ነው፡፡ ይህም የተጠቃሚውን ሒሳብ ለመክፈት ወይም ገጸ-ታሪኩን (profile) ለማደራጀት የሚያስፈልገውን ስም፣ የስልክ ቁጥር፣ ወይም መታወቂያ ተጠቃሚው ከሰጠ በኋላ የሚከናወን ነው፡፡,"Registration is the process of of opening a provider account, signing up to use a financial service. It usually involves giving your name, phone number, or ID to create an account or profile.","ወ/ት ከበደች ለመኪናዋ ነዳጅ ለመቅዳት የግድ ቴሌ ብርን መጠቀም ስላስፈለጋት በቅድሚያ የቴሌ ብር መተግበሪያን ወደ እጅ ስልኳ አወረደች፡፡ ቀጥሎም የመተግበሪያውን ትዕዛዝ በመከተል፤ ሙሉ ስሟን፣ አድራሻዋን፣ እና ሌሎች ጥያቄዎችን በቅጹ ላይ ከሞላች በኋላ መታወቂያዋን ፎቶ አንሥታ አባሪ አደረገች፡፡ 
ከጥቂት ደቂቃዎች በኋላ በተሳካ ሁኔታ ለቴሌ ብር አገልግሎት መመዝገቧን የሚገልጽ አጭር የጽሑፍ መልእክት ደረሳት፡፡",,1.0
am-070,Short Message Service (SMS),ዐጭር የጽሑፍ መልእክት,am,Technology,ዐጭር የጽሑፍ መልእክት ማለት፤ የተመጠነ ይዘት ያላቸው ጽሑፎችን በእጅ ስልኮች የመላላኪያ ዘዴ ነው፡፡ በተለይ በዲጂታል ፋይናንስ ቴክኖሎጂ ማእቀፍ ሲታይ፤ ባብዛኛው ቀሪ ገንዘብን፣ የውርኝት ማስጠንቀቂያን፣ አሊያም ‹ክፍያ ተፈጽሟል› የሚል ማሳወቂያን የመሳሰሉ መረጃዎችን ለማጋራት ጥቅም ላይ እየዋለ ይገኛል፡፡,"SMS is a way to send short text messages between mobile phones. It is often used to share information like account balances, transaction alerts, or payment confirmations.","አቶ አማረ ገንዘብ ከላከ በኋላ በእጅ ስልኩ አጭር የጽሑፍ መልእክት መጣለት፡፡ መልእክቱ ውርኝት ስለመካሄዱ እና ከውርኝቱ በኋላ ያለውን ቀሪ ገንዘብ ይገልጻል፡፡ 
በስልክ የሚላኩ መሰል አጭር የጽሑፍ መልእክቶች፤ ያለ በይነ-መረብ ግንኙነት እንኳ ሰዎች ስለሒሳባቸው እንቅስቃሴ እንዲያውቁ ያስችላቸዋል፡፡",A person receives a text message on their phone after sending money. The message confirms the transaction and shows the new balance. This SMS helps them stay informed even without internet access.,1.0
am-071,Super Agent,ዋና ወኪል,am,Role/Actor,የፋይናንስ አገልግሎቶችን የሚሰጡ ብዙ ትናንሽ ወኪሎችን የሚመራ እና የሚደግፍ ግለሰብ ወይም ድርጅት ነው፡፡ እሱም በሥሩ ያሉትን ወኪሎች በማሠልጠን፣ ጥሬ-ገንዘብ በማቅረብ፣ እና አገልግሎቱ ያለእንቅፋት እንዲካሄድ እገዛ ይሰጣል፡፡,"A super agent is a person or business that manages and supports many smaller agents who provide financial services. They help with training, cash supply, and making sure services run smoothly.",በአንድ ክልል ካሉ ወኪሎች ውስጥ፤ በክልሉ ወይም በዞኑ መዲና ያሉት አንደ ዋና ወኪል በመሆን በየአቅራቢያቸው ላሉት ወኪሎች ጥሬ-ገንዘብን እና የዲጂታል እገዛዎችን ይሰጧቸዋል፡፡ በገጠር ያሉት ወኪሎች ሥራቸውን ያለችግር እንዲያከናውኑ፤ በከተሞች ያሉ ዋና ወኪሎች አስፈላጊውን ትብብር ያደርጉላቸዋል፡፡,"In a regional town, a business acts as a super agent by supplying cash and digital tools to nearby agents. These agents help people send money, pay bills, or top up accounts. The super agent makes sure the agents have what they need to serve their communities.",1.0
am-072,Unbanked,ባንክ-አልቦ,am,Concept,የባንክ ሒሳብ የሌላቸው ሰዎች ናቸው፡፡ ለመቆጠብ፣ ለመበደር፣ ወይም ለመክፈል ጥሬ-ገንዘብን ወይም መደበኛ ያልሆኑ ዘዴዎችን ይጠቀማሉ፡፡,"Unbanked people are those who do not have a bank account. They usually rely on cash or informal ways to save, borrow, or make payments.",በገጠር የምትኖረው አማረች፤ ገንዘቧን የምታስቀምጠው በቤቷ ነው፡፡ ፈጽሞ የባንክ ሒሳብ ከፍታ አታውቅም፤ መደበኛ የፋይናንስ አገልግሎቶችንም አትጠቀምም፡፡ ስለዚህ አማረች ከ‹‹ባንክ-አልቦ›› ጎራ ትመደባለች፡፡,A woman in a rural village keeps her money at home and uses cash to buy goods. She has never opened a bank account and does not use formal financial services. She is considered unbanked.,1.0
am-073,Underbanked,ባንክ-አነስ,am,Concept,የባንክ ሒሳብ መክፈት የመሳሰሉ መደበኛ የፋይናንስ አገልግሎቶችን ማግኘት የሚችሉ/የቻሉ ሰዎች ቢሆኑም፤ ገንዘብ ለመቆጠብ፣ ለመበደር፣ ወይም ክፍያ ለመፈጸም ባብዛኛው ጥሬ-ገንዘብን ወይም ኢ-መደበኛ ዘዴዎችን የሚጠቀሙ ናቸው፡፡ አልፎ አልፎ ብቻ የባንክ ሒሳባቸውን የሚጠቀሙ ወይም ሌሎች የፋይናንስ አገልግሎቶችን ማግኘት የተሳናቸው ሊሆኑ ይችላሉ፡፡,"Underbanked people have some access to formal financial services, like a bank account, but they still rely mostly on cash or informal methods for saving, borrowing, or making payments. They may not use their account often or lack access to other financial tools.",በአንድ ትንሽ ከተማ የሚኖር ሰው የባንክ ሒሳብ ቢኖረውም እምብዛም አይጠቀምበትም፡፡ ብሩን በጥሬ-ገንዘብ ያስቀምጣል፤ ሲቸግረው ደግሞ ከወዳጆቹ ወይም ከሠፈሩ የብድር እና ቁጠባ ማኅበር ይበደራል፡፡ መደበኛ የፋይናንስ አገልግሎቶችን በተሟላ ሁኔታ እየተጠቀመ ስላልሆነ፤ ባንክ-አነስ ሰው ነው፡፡,A man in a small town has a bank account but rarely uses it. He mostly keeps money in cash and borrows from friends or local savings groups. He is underbanked because he doesn’t fully use formal financial services.,1.0
am-074,Underserved,አገልግሎት-አነስ,am,Concept,ለመደበኛ የፋይናንስ አገልግሎት ያላቸው ተደራሽነት ውሱን የሆኑ ሰዎች ናቸው፡፡ ምናልባት በሩቅ አካባቢዎች የሚኖሩ፣ መረጃ የሌላቸው፤ አሊያም የተለያዩ ተግዳሮቶች ያሉባቸው (ለምሳሌ የገቢ ማነስ፣ የዕውቀት ማጠር፣ ወይም በፋይናንስ ሥርዓቱ አመኔታ ያጡ) ሊሆኑ ይችላሉ፡፡,"Underserved people are those who have limited access to formal financial services. They may live in remote areas, lack information, or face challenges like low income, low literacy, or lack of trust in financial systems.",በገጠር ያለ ማኅበረሰብ በአቅራቢያው የሚገኝ ባንክ ወይም ወኪል የለም፡፡ ብዙ ሰዎች የሚጠቀሙት ጥሬ-ገንዘብን እና ኢ-መደበኛ የቁጠባ ዜዴዎችን ነው፡፡ ቀላል እና አስተማማኝ ለሆነ የፋይናንስ አገልግሎት ተደራሽ ስላልሆኑ፤ አገልግሎት-አነስ ሆነዋል፡፡,A community in a rural area has no nearby bank or agent. Most people use cash and informal savings methods. They are underserved because they don’t have easy access to safe and reliable financial services.,1.0
am-075,Utility Payment,የግልጋሎት ክፍያ,am,Use case,የግልጋሎት ክፍያ ማለት፤ እንደ ኤሌክትሪክ፣ ውሀ፣ ወይም ስልክ ለመሳሰሉት መሠረታዊ አገልግሎቶች የሚፈጸመው ክፍያ ነው፡፡ የእነዚህን ክፍያዎች በጥሬ-ገንዘብ፣ በባንክ፣ ወይም በዲጂታል የፋይናንስ አገልግሎት አማካኝነት ማከናወን ይቻላል፡፡,"Utility payment is the process of paying for basic services like electricity, water, or phone service. These payments can be made in cash, through banks, or using digital financial services.",አቶ ከበደ የቤቱን ወርኃዊ የኤሌክትሪክ እና የውሀ ቢል፤ እንዲሁም የስልኩን ድኅረ-ክፍያ ቢል፤ በቴሌ ብር አማካኝነት ይከፍላል፡፡ ለአነዚህ መሰል ወሳኝ ወይም መሠረታዊ አገልግሎቶች የሚፈጸመው ክፍያ፤ የግልጋሎት ክፍያ (Utility Payment) ይባላል፡፡,A household pays its monthly electricity bill using a mobile phone or by visiting a nearby agent. This is a utility payment — it helps keep essential services running.,1.0
am-076,Vaucher,ቫውቸር,am,,ቫውቸር ማለት፤ የተወሰነ ገንዘብ ወይም ብድር የያዘ ኮድ ወይም ካርድ ነው፡፡ ሸቀጦችን እና አገልግሎቶችን ለመሸመት፤ ወይም የዲጂታል ሒሳብን ለመሙላት ያገለግላል፡፡ አብዛኛውን ጊዜ ቫውቸር የሚያገለግለው፤ ሰዎች የባንክ ሒሳብ ወይም የሞባይል-ዋሌት ሳይኖራቸው ሲቀር ነው፡፡,"A voucher is a code or card that holds a certain amount of money or credit. It can be used to pay for goods, services, or to top up a digital account. Vouchers are often used where people don’t have bank accounts or mobile wallets.",አቶ ከበደ የሞባይል ካርድ ከሱቅ ገዝቶ፤ *805*የሚስጥር ኮዱን# ጽፎ በመደወል የስልኩን ሒሳብ ሞላ፡፡ የገዛው ካርድ ወይም የሚስጥር ኮድ፤ ዋጋ ወይም ገንዘብነት ያለው ስለሆነ፤ ሻውቸር ይባላል፡፡,A person buys a scratch card from a local shop. The card has a code that they enter into their phone to add money to their digital wallet or pay for a service. This code is a voucher.,1.0
am-077,E-Wallet,ኢ-ዋሌት (ስለተለመደ ዋሌት ብቻ ይበቃል),am,,"ገንዘብ በኤሌክትሮኒክ አምሳል የሚጠራቀምበት የዲጂታል ቋት ነው፡፡ ሰዎች ገንዘብን ለመላክ፣ ለመቀበል፣ እና ለመቆጠብ፤ አሊያም ሸቀጦች እና አገልግሎቶችን ለመግዛት ይጠቀሙበታል፡፡ ገንዘቡ በእጅ ስልክ ወይም በካርድ ውስጥ ከመሆኑ በስተቀር፤ ልክ በኪስ ቦርሳ ውስጥ እንዳለው ብር ነው፡፡
ኢ-ገንዘብ የገንዘቡ ዓይነት ሲሆን፤ ዋሌት ግን ኢ-ገንዘብ የሚጠራቀምበት እና የሚንቀሳቀስበት አሠራር ወይም ዘዴ ነው፡፡ በሌላ አነጋገር፤ ዋሌት ጆንያው/ማኅደሩ፤ ኢ-ገንዘብ ደግሞ እህሉ/ኀዳሪው ነው፡፡ 
ሞባይል-ዋሌት (በእጅ ስልክ፣ በስማርት ሰዓት፣ በታብሌት፣ በቅርብ ለቅርብ መገናኛ፣ እና በኪው/አር/ ኮድ) የሚንቀሳቀስ ሲሆን፤ ዲጂታል-ዋሌት ግን እነዚህን ጨምሮ በሌሎች (ለምሳሌ ዴሰክቶፕ እና ላፕቶፕ ኮምፒየተሮች፣ … ወዘተ) ስለሚንቀሳቀስ አድማሱ ሰፊ ነው፡፡ 
የሁለቱም ጠቅላይ ዋሌት ነው፡፡","E-wallet is a digital tool that stores money electronically. People use it to send, receive, and save money, or to pay for goods and services. It works like a physical wallet but on a phone or card.
E-money is the digital form of monetary value itself, while an e-wallet is the application or device used to store and manage that e-money or other payment methods. In simpler terms, e-money is the content, and the e-wallet is the container.",በትንሽ ከተማ የሚኖር አንድ ግለሰብ በአቅራቢው ባንክ ስለሌለ፤ ገንዘቡን የሚያስቀምጠው በዋሌት ውስጥ ነው፡፡ ከሱቅ ሸምቶ ለመክፈል፣ ለቤተሰብ ገንዘብ ለመላክ፣ አሊያም ለመቆጠብ፤ ጥሬ-ገንዘብ ሳይጠቀም በዋሌቱ ውስጥ ያለውን ገንዘብ በእጅ ስልኩ በማንቀሳቀስ ይፈጽማል፡፡,"A person in a small town uses their mobile phone to keep money in a digital wallet. They can use it to pay for items at shops, send money to family, or save for future needs — all without carrying cash.",1.0
am-078,Activate/activation,ማስጀመር/ማስጀመሪያ,am,Process,አዲስ፣ ሳይንቀሳቀስ የቆየ፣ ወይም የታገደ የፋይናንስ አገልግሎትን (ለምሳሌ የባንክ ሒሳብ፣ የብድር ካርድ፣ ወይም የዲጂታል-ዋሌትን)፤ ጥቅም መስጠት እንዲጀምር የማድረግ ተግባር ነው፡፡,"The process of making a newly issued, dormant, or restricted financial product (such as a bank account, credit card, or digital wallet) functional and usable by the customer.",አቶ ጌታቸው ጠዋት ከአቢሲኒያ ባንክ አዲስ የሞባይል-ባንክ ሒሳብ ከፈተ፡፡ የባንኩን መተግበሪያ ወደ እጅ ስልኩ ካወረደ በኋላ አገልግሎቱ እንዲጀምር፤ ባንኩ የማስጀመሪያ የይለፍ ቃል (activation key) ላከለት፡፡,,1.0
am-079,Cash-In,ገንዘብ ማስገባት (እንደ አገባቡ ገቢ ገንዘብ),am,Use Case,ጥሬ-ገንዘብን ሰጥቶ በምትኩ ወይም በእኩሌታው ኢ-ገንዘብን መቀበል ሲሆን፤ ይህም ባብዛኛው ከወኪል ዘንድ በመሄድ የሚፈጸም ነው፡፡,Receiving eMoney credit in exchange for physical cash - typically done at an agent.,"አንድ ደንበኛ ፈቃድ ወዳለው የሞባይል-ገንዘብ ወኪል ሄዶ ለወኪሉ ጥሬ-ገንዘብ ከሰጠው በኋላ፤ ወኪሉ ደግሞ ገንዘቡን በደንበኛው የሞባይል-ዋሌት ውስጥ ገቢ አደረገለት፡፡ ይህ አሠራር ገንዘብ ማስገባት ይባላል፡፡
‹‹ባለሱቅ እባክህ ገንዘብ ማስገባት ፈልጌ ነበር፡፡››","A customer visits a licensed mobile money agent, hands over cash, and the agent deposits the amount into their mobile wallet.",1.0
am-080,Cash-Out,ገንዘብ ማውጣት (እንደ አገባቡ ወጪ ገንዘብ),am,Use Case,ከኢ-ገንዘብ ሒሳብ ላይ ቀንሶ በመስጠት በምትኩ ወይም በእኩሌታው ጥሬ-ገንዘብን መቀበል ሲሆን፤ ይህም ባብዛኛው ከወኪል ዘንድ በመሄድ የሚፈጸም ነው፡፡,Receiving physical cash in exchange for a debit to an eMoney account - typically done at an agent.,"ደሞዙን በሞባይል-ዋሌት የተቀበለ ተቀጣሪ፤ የቤቱን አስቤዛ ለመሸመት ጥሬ-ገንዘብ ስላስፈለገው ወደ ወኪል ሄዶ ከገባለት ደሞዝ ከፊሉን በጥሬ-ገንዘብ ተቀበለ፡፡ ይህ አሠራር ገንዘብ ማውጣት ይባላል፡፡
‹‹ባለሱቅ እባክህ ገንዘብ ማውጣት ፈልጌ ነበር፡፡››",A salaried worker receives their income in a mobile wallet and cashes out part of it through an agent to cover household expenses.,1.0
am-081,National Switch,አገር-አቀፍ ስዊች,am,Infrastructure,የተለያዩ የፋይናንስ ተቋማትን እና የክፍያ አገልግሎት ሰጪዎችን የሚያገናኝ እና በመካከላቸው ደኅንነቱን የጠበቀ እና ቀልጣፋ ውርኝቶችን እንዲያካሂዱ የሚያስችል የተማከለ ሥርዓት ነው፡፡ ይህም ባንኮች፣ የሞባይል-ገንዘብ አገልግሎት ሰጪዎች፣ እና ሌሎችም የፋይናንስ ፕላትፎርሞች የሚጠቀሙባቸው የክፍያ ሥርዓቶች ርስበርስ ተናባቢ (interoperable) እንዲሆኑ ያደርጋል፡፡,"A National Switch is a centralized system that connects different financial institutions and payment service providers, allowing them to exchange transactions securely and efficiently. It enables interoperability across banks, mobile money providers, and other financial platforms.",አንድ ተጠቃሚ ከሚገለገልበት የባንክ ሒሳብ፤ ደንበኛ ወዳልሆነበት ወደ ሌላ የሞባይል-ዋሌት አገልግሎት ሰጪ፤ በአገር-አቀፍ ስዊች (ኢትስዊች) አማካኝነት ገንዘብ አስላልፏል፡፡ ይህም የላኪው እና የተቀባዩ ድርጅቶች የተለያዩ ወይም ለየቅል ሆነው ሳለ ተጠቃሚው ከአንድ ወገን ብቻ አገልግሎቱን ማግኘት የቻለው፤ አገር-አቀፍ ስዊች (ኢትስዊች ድርጅት) እንደ ድልድይ ሆኖ ስላገለገለ ነው፡፡,"A user transfers money from their bank account to a mobile wallet from a different provider using the national switch (EthSwitch), without needing both services to be from the same company.",1.0
am-082,Over The Counter Services,የገጽ-ለገጽ አገልግሎት,am,Channel,ሦስተኛ አካልን ሳይጨምር፤ በሁለት ወገኖች መካከል በቀጥታ የሚፈጸም የሸቀጥ፣ የአገልግሎት፣ ወይም የፋይናንስ ልውውጥ ነው፡፡,"It refers to transactions, products, or financial trades that occur directly between two parties, such as in a store, rather than third parties.",አንድ ግለሰብ ወደ ባንክ ቅርንጫፍ በአካል ሂዶ፤ ወደራሱ ሒሳብ ገንዘብ አስገባ፡፡ ይህም የገጽ-ለገጽ አገልግሎት ነው፡፡,A user visits a bank branch office in-person and deposits money at his account. This type of service is an Over The Counter Service.,1.0
am-083,Transaction Limits,የውርኝት ጣራ,am,Use case,አንድ ተጠቃሚ በአንድ ውርኝት ወይም በተወሰነ ክፍለ-ጊዜ (በቀን፣ በሳምንት፣ በወር) መላክ፣ መቀበል፣ ወይም ማውጣት የሚችለው ከፍተኛው የገንዘብ መጠን ነው፡፡,"The maximum amount of money a user can send, receive, or withdraw in a single transaction or within a set time period (daily, weekly, monthly). These limits are set by financial service providers to manage risk and comply with regulations.",በርካታዎቹ የኢትዮጵያ ባንኮች፤ ከቅርንጫፍ ወይም ከኤ/ቲ/ኤም/ በቀን (እንደ ቅደም ተከተላቸው) ከ50 ሺህ ወይም ከ8 ሺህ ብር በላይ ጥሬ-ገንዘብ ማውጣት የሚከለክል ድንጋጌ አላቸው፡፡ ይህም ከውርኝት ጣራ ውስጥ የሚመደብ አሠራር ነው፡፡,,1.0
am-084,Pull payments,የተከፋይ-ጠሪ ክፍያ,am,Use case,"በተከፋዩ (ለምሳሌ ነጋዴ) አነሳሽነት ወይም ጠሪነት የሚጀመር የክፍያ ዓይነት ሆኖ፤ ነጋዴው የሚገለገልበት ባንክ የከፋዩን ባንክ ጠይቆ፤ ገንዘቡን ከከፋዩ ሒሳብ ‹‹ጠርቶ›› ወደ ተከፋዩ ነጋዴ የሚወሰድበት አሠራር ነው፡፡ 
በሌላ አነጋገር የክፍያውን ፍሰት ወይም አቅጣጫ ያስጀመረው ወገንን (ተከፋዩ መሆኑን) የሚያመላክት ነው፡፡","A payment type which is initiated by the payee: typically a merchant or payment acceptor, whose provider «pulls» the funds out of the payer's account at the payer's provider","የነዳጅ ክፍያዎች የሚከናወኑት በቴሌ ብር ሲሆን፤ የነዳጅ ማደያው አስተናጋጅ፤ ነዳጅ ወዳስቀዳው ሹፌር የስልክ ቁጥር የገንዘቡን መጠን የሚገልጽ የተከፋይ-ጠሪ ክፍያ ጥያቄ ላከለት፡፡ ሹፌሩ የሚሥጥር ቁጥሩን ሲያስገባ ክፍያው ተከናወነ፡፡
ምንም እንኳ ክፍያው በቴሌ-ብር ቢከናወንም፤ የክፍያ ሂደቱን ያስጀመረው የማደያው አስተናጋጅ ስለሆነ፤ የአከፋፈል ፍሰቱ ዓይነት ‹‹የተከፋይ-ጠሪ ክፍያ›› ነው፡፡",Fuel payment via Telebirr,1.0
am-085,Push payments,የከፋይ-ጠሪ ክፍያ,am,Use case,"በከፋዩ (ለምሳሌ ሸማች) አነሳሽነት ወይም ጠሪነት የሚጀመር የክፍያ ዓይነት ሆኖ፤ ከፋዩ ለሚገለገልበት ባንክ ወይም የፋይናንስ አገልግሎት ሰጪ ‹‹ከሒሳቤ ላይ ተቀንሶ ይከፈል›› ብሎ በሰጠው ትእዛዝ መሠረት፤ ገንዘቡን ወደ ተከፋዩ ባንክ ይሰደዋል፡፡
በሌላ አነጋገር የክፍያውን ፍሰት ወይም አቅጣጫ ያስጀመረው ወገንን (ከፋዩ መሆኑን) የሚያመላክት ነው፡፡","A payment type which is initiated by the payer, who instructs their provider to debit their account and «push» the funds to the receiving payee at the payee's provider","አቶ ሸምሱ ምሳውን በልቶ ሲጨርስ አስተናጋጁን ቢል እና በቴሌ ብር የሚከፍልበትን የስልክ ቁጥር እንዲያመጣ ካዘዘው በኋላ፤ ሲመጣለት ሒሳቡን ከፈለ፡፡ 
የክፍያ ሂደቱን ያስጀመረው አቶ ሸምሱ ስለሆነ፤ የአከፋፈል ፍሰቱ ዓይነት ‹‹የከፋይ-ጠሪ ክፍያ›› ነው፡፡",QR payment via Telebirr,1.0
am-086,Off us payments,ሦስተኛ ወገን አገዝ ክፍያ,am,Use case,አንድ ክፍያን ለመፈጸም ብዙ አካላት የሚሳተፉበት ሒደት ሆኖ፤ ተከፋዩ (payee) ደንበኛ የሆነበት የፋይናንስ ድርጅት (የገንዘብ ቋቱ ያለበት) እና ለተከፋዩ ከፍያውን የሚፈጽመው አካል (ክፍያ ፈጻሚ/payer) የተለያዩ ድርጅቶች ሲሆኑ ነው፡፡ ስለዚህ ውርኝቱ ሌሎች አካላትን መጨመር ግድ ስለሚል፤ ተጨማሪ የአገልግሎት ክፍያን ሊያስከትል ይችላል፡፡,"Payments made in a multiple-participant system or scheme, where the payer's provider is a different entity as the payee's provider. These transactions often involve intermediaries and may incur additional fees.",አቶ አበበ ለሸመተው ዕቃ በዳሽን ባንክ የባለስንቅ ካርድ ለመክፈል ይፈልጋል፡፡ ሆኖም የባለሱቁ የባንክ ሒሳብ እና የሚጠቀምበት የፖስ ማሽን ከአቢሲኒያ ባንክ ነው፡፡ አቶ አበበ (1ኛ ወገን)፣ ዳሽን ባንክ (2ኛ ወገን) ሆነው፤ ክፍያውን የሚፈጽመው አቢሲኒያ ባንክ (3ኛ ወገን) ስለሚሆን፤ ይህ መሰል አሠራር ‹‹ሦስተኛ ወገን አገዝ ክፍያ›› ይሰኛል፡፡,A user with a mobile wallet from Provider A pays for goods at a merchant who uses Provider B’s payment terminal. The transaction is completed through a shared payment switch.,1.0
am-087,On us payments,ሦስተኛ ወገን የለሽ ክፍያ,am,Use case,አንድ ክፍያን ለመፈጸም ሁለት አካላት የሚሳተፉበት ሒደት ሲሆን፤ ተከፋዩ (payee) ደንበኛ የሆነበት የፋይናንስ ድርጅት (የገንዘብ ቋቱ ያለበት) እና ለተከፋዩ ከፍያውን የሚፈጽመው አካል (ክፍያ ፈጻሚ/payer) ተመሳሳይ ድርጅት ሲሆን ነው፡፡ ስለዚህ ውርኝቱ ሦስተኛ አካላትን ሳይጨምር በአንድ ድርጅት ውስጥ ብቻ ስለሚያልቅ ፈጣን እና ወጪ ቆጣቢ ያደርገዋል፡፡,"Payments made in a multiple-participant system or scheme, where the payer's provider is the same entity as the payee's provider. These transactions are processed internally without involving external networks, making them faster and often cheaper.",አቶ አበበ እና አቶ በለጠ፤ ሁለቱም ተመሳሳይ የሞባይል-ዋሌት፤ ማለትም ቴሌ ብርን ይጠቀማሉ፡፡ አቶ አበበ ለአቶ በለጠ በቴሌ ብር ገንዘብ ሲልክ፤ የገንዘብ ቋቱም ክፍያውም እዚህ ስለሆነ፤ የአገር-አቀፍ ስዊችን ወይም የሦስተኛ ወገን ጣልቃ ሳያስገባ በአንዱ ድርጅት ስለተከናወነ ውርኝቱ ፈጣን ነበር፡፡,A user transfers money from their mobile wallet to another user who also uses the same mobile money provider. The transaction is completed instantly without routing through a national switch or third-party system.,1.0
